id,exercise_name,videoURL,steps,Category,Difficulty,Force,Grips,target,youtubeURL,details,Aka
606,Jump Squats,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-jump-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-jump-squat-side.mp4#t=0.1']","['Stand with your feet shoulder-width apart.', 'Start by doing a regular squat, then engage your core and jump up explosively.', 'When you land, lower your body back into the squat position.']",Bodyweight,Beginner,,,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
607,Good Mornings,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-good-mornings-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-good-mornings-side.mp4#t=0.1']","['Stand with your feet a little past shoulder width apart with a slight bend at your knee. Place your hands behind the back of your head.', 'Keeping your back straight, rotate your hips to bring your shoulders down towards the floor. Stop when your chest is parallel with the floor.']",Bodyweight,Beginner,,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
608,Barbell Curtsy Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-curtsy-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-curtsy-lunge-side.mp4#t=0.1']","['Place the barbell on your back', 'Step your foot back and around while simultaneously bringing the weight down.', 'Return to start and repeat on other leg.']",Barbell,Intermediate,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,"

Barbell Curtsy Lunge: A Comprehensive Guide
Setup

Select a barbell and adjust the weight to a suitable level for your fitness level
Stand with your feet hip-width apart and your hands gripping the barbell, palms facing forward
Keep your back straight and your shoulders relaxed
Engage your core muscles to maintain balance and stability

How to Perform

Step your right foot diagonally behind you to the left, crossing it behind your left foot
Bend your left knee to lower your hips down towards the ground, keeping your right knee close to the ground
Return to the starting position by pushing through your left heel to stand up
Repeat the lunge on the other side by crossing your left foot behind your right foot
Perform the desired number of reps on each side

Technique

Maintain a straight back and keep your core engaged throughout the movement
Ensure your front knee does not extend past your ankle as you lower your body
Keep your weight distributed evenly between both feet
Focus on maintaining balance and control as you perform each rep

Things to Avoid

Avoid arching your back or hunching forward as you lower your body
Do not let your front knee extend too far past your ankle, as this can place unnecessary stress on your knee joint
Avoid rounding your shoulders or neck, and keep your gaze forward
Do not use momentum or swing the barbell to complete the movement

",
609,Cable Goblet Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-cable-goblet-squat-side.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-cable-goblet-squat-front.mp4#t=0.1']","['Start with a straight bar or easy bar attachment .', 'Get your elbows directly underneath the bar, squat straight up and then walk back a few steps.', 'Break at your knees and hips to initiate the squat. Make sure you maintain a flat back.', 'Squat all the way back to a standing position.']",Cables,Beginner,,Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
610,Cable Split Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-cable-split-squat-side.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-cable-split-squat-front.mp4#t=0.1']","['You can use any attachment on this exercise. Cable should be set all to the bottom.', 'Grab the attachment and walk back a few steps. Take a split stance. One leg in front and one behind.', 'Break at the knees and hips to initiate the split squat. Make sure your back knee touches the floor.', 'Squat back up into a standing position.']",Cables,Advanced,,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
611,Cable Romanian Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-cable-romanian-deadlift-side.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-cable-romanian-deadlift-front.mp4#t=0.1']","['Start with a straight bar or ez bar attachment set to the bottom of the machine. Squat the weight up into a standing position and walk a few steps back', ""Push your butt back to initiate the movement and then push your butt forward until you're back in a standing position."", 'To protect yourself from injury, always maintain a flat back on any exercise.']",Cables,Intermediate,,Overhand,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",https://www.youtube.com/embed/qWb5Zr98B-M,,
612,Cable Single Leg Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-cable-single-leg-romanian-deadlift-side.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-cable-single-leg-romanian-deadlift-front.mp4#t=0.1']","['Start with a straight bar or easy bar attachment. Squat the weight up into a standing position and walk a few steps back.', ""Push your butt back to initiate the movement while lifting one of your legs.\nThen push your butt forward until you're back in a standing position."", 'Compete your given amount of reps, then switch to opposite leg.', 'To protect yourself from injury, always maintain a flat back.']",Cables,Advanced,,Overhand,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
613,Cable Pull Through,"['https://media.musclewiki.com/media/uploads/videos/branded/male-cable-pull-through-side.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-cable-pull-through-front.mp4#t=0.1']","['This exercise works best with a rope attachment but can be done with anything. The attachment should be set to the bottom of the machine.', 'Face away from the cable machine, straddle the cable itself, and grab the attachment.\nWalk a few steps away.', 'Break at the hips while maintaining a flat back and mostly extended knees.', 'Push hips forward until you are back in a standing position.']",Cables,Beginner,Pull,Neutral,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
614,Band Spanish Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-spanish-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-spanish-squat-side.mp4#t=0.1']",[],Band,Advanced,,,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
615,Band Good Morning,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-good-morning-front_8qJRfbm.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-good-morning-side_pGmFQtq.mp4#t=0.1']","['Anchor the band at hip level. Take a few steps away until the band is taut.', 'Push your hips back while keeping your back flat until you feel a stretch in your hamstrings.']",Band,Beginner,,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
616,Band Leg Press,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-leg-press-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-leg-press-side.mp4#t=0.1']","['Lay flat on the ground with your head by the anchor point of the band, which should be 6 to 12 inches above your head', 'Place the band around your midfoot and extend at the knees and hip.']",Band,Advanced,,,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
617,Band Pullthrough,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-pull-through-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-pull-through-side.mp4#t=0.1']","['Anchor the band to the lowest point possible. Straddle the band and then grab with both hands.', 'Take a few steps away until the band is taut.', 'Push your butt back until you feel a stretch in your hamstrings. Then extend the hips back into the starting position.']",Band,Beginner,,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
618,Band Romanian Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-romanian-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-romanian-deadlift-side.mp4#t=0.1']","['Stand on your band with both feet.', 'Hinge forward at the hips while keeping a flat back.', 'Hinge until you feel a stretch in your hamstrings.', 'Push your hips back forward until you are in a standing position.']",Band,Intermediate,,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",https://www.youtube.com/embed/qWb5Zr98B-M,,
619,Band Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-squat-side.mp4#t=0.1']","['Stand with a shoulder width grip. Both feet should be on the band with the band loops in each of your hand.', 'Push your butt back and also break at the knees.', ""Try to hit parallel depth (bottom of your leg should be parallel with the ground). If you can't tell your squat depth, then try squatting in front of a mirror and watch your form.""]",Band,Beginner,,,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
620,Dumbbell Goblet Good Morning,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-good-morning-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-good-morning-side.mp4#t=0.1']","['Hold the dumbbell in a goblet position. With your elbows directly under your fists.', 'Push your hips back while leaving your knees MOSTLY extended. You should feel a stretch in your hamstrings.', ""When you feel the stretch push your hips forward until you're back in a standing position.""]",Dumbbells,Advanced,Pull,Neutral,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
621,Dumbbell Goblet Bulgarian Split Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-bulgarian-split-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-bulgarian-split-squat-side.mp4#t=0.1']","['Holding the dumbbell in a goblet squat place your foot on a bench or box.', 'Break at the hips and knees. Try to go to the point where your hamstring is parallel with the ground. Or until your back knee taps the floor.', 'Make sure to keep your back flat and your elbows directly under your fists.']",Dumbbells,Advanced,,,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
622,Dumbbell Romanian Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-romanian-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-romanian-deadlift-side.mp4#t=0.1']","['Stand with a shoulder width stance. Push your butt back while leaving your knees MOSTLY extended.', 'You should feel a stretch in your hamstrings. When you feel the stretch, push your hips forward to complete the rep.', 'Do not push your hips all the way forward. This will hyperextend your spine. Just go to a normal standing position.']",Dumbbells,Intermediate,Pull,Overhand Neutral,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",https://www.youtube.com/embed/qWb5Zr98B-M,,
623,Barbell Bulgarian Split Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-bulgarian-split-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-bulgarian-split-squat-side.mp4#t=0.1']","['Find a box or bench that is roughly knee height or a few inches lower. (The lower the box is the lower the mobility requirement).', 'You can either place your toes or the top of your foot on the box. Point your front foot forward or slightly turned outwards and break at the knees and hips simultaneously.', 'Aim to get your front leg to hit parallel depth (hamstring parallel with the ground) or lower.', 'The further forward your front foot is, the longer the Range of Motion is at your hips. The further back your front foot is, the longer the ROM at your knees.']",Barbell,Advanced,,,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,"

Barbell Bulgarian Split Squat: A Comprehensive Guide
Setup

Start by positioning a barbell on a squat rack or in a landmine setup.
Step under the bar and grasp it with a palms-forward grip, just outside of your hips.
Lift the bar from the rack and stand with your feet hip-width apart and the barbell resting across your upper back.
Take a large step forward with your right foot and place your left foot behind you, keeping it on a bench or elevated surface.

How to Perform

Bend your right knee, lowering your torso towards the ground until your left knee almost touches it.
Pause, then push through your right heel to return to the starting position.
Repeat for the desired number of repetitions, then switch legs and repeat with your left foot forward.

Technique

Keep your chest lifted and your core engaged throughout the exercise.
Make sure your front knee stays directly above your ankle and doesn't move forward past your toes.
Keep your weight evenly distributed between both feet, and avoid shifting too much weight onto your back foot.
Inhale as you lower down and exhale as you push back up to the starting position.

Things to Avoid

Avoid rounding your lower back or hunching forward as you lower down.
Don't allow your front knee to collapse inward.
Avoid shifting your weight too far forward onto your front foot, as this can put unnecessary strain on your knee.
Don't let your back foot come off the bench or elevated surface during the exercise.

",
624,Barbell Front Squat Olympic,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-front-squat-olympic-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-front-squat-olympic-side.mp4#t=0.1']","[""Measure your hands by the markings on the bar to make sure you're even. Then throw your elbows underneath the bar."", ""The bar should be set so high on your shoulders it digs into your neck a bit. Make sure to push your elbows up to the ceiling for the entire rep. To make sure you don't get too pitched forward."", 'Use the squat stance you would use for a back or goblet squat. Push your hips back to initiate the squat. Break at the knees until you hit parallel depth.', 'Squat back up to a standing position.']",Barbell,Advanced,Push,,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Abdominals']}",,,
625,Barbell Front Squat Bodybuilding,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-front-squat-bodybuilding-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-front-squat-bodybuilding-side.mp4#t=0.1']","[""Measure your shoulders against the bar to make sure you're even. Throw your shoulders under the bar. The bar should be digging into your neck slightly."", ""Make sure to push your elbows up to the ceiling for the entire rep. To make sure you don't get too pitched forward."", 'Use the squat stance you would use for a back or goblet squat. Push your hips back to initiate the squat. Break at the knees until you hit parallel depth.', 'Squat back up to a standing position.']",Barbell,Advanced,Push,,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Abdominals']}",,,
626,Barbell High Bar Good Morning,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-highbar-good-morning-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-highbar-good-morning-side.mp4#t=0.1']","[""Place the bar on your traps. You may need a pad so the bar doesn't dig into your cervical spine."", 'Push your hips straight back. Your knees should stay MOSTLY extended (think soft knees). Also make sure to', ""Look for what feels like a stretch in your hamstrings. The stretch feeling means you're likely nearing the end of your Range of Motion without rounding your spine."", ""When you feel the stretch push your hips forward until you're in a standing position.""]",Barbell,Advanced,,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
627,Barbell Low Bar Good Morning,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-low-bar-good-morning-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-low-bar-good-morning-side.mp4#t=0.1']","['Place the bar between your traps and rear delts. Pull your shoulder blades back to give the bar a shelf to sit on.', ""Push your hips back until you feel a stretch in your hamstrings. This means you're nearing the end of your Range of Motion with out rounding your spine."", ""When you feel the stretch push your hips forward until you'e in a standing position.""]",Barbell,Advanced,Pull,Overhand,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,"

Barbell Low Bar Good Morning: A Comprehensive Guide
Setup

Begin by placing a barbell across your upper back and shoulders, using a grip that is just outside of your shoulder blades.
Use a low bar placement, which will be a few inches below the high bar placement used for squats.
Ensure that the barbell is positioned securely, so that it does not move or shift during the exercise.
Set your feet hip-width apart, with your toes pointing forward or slightly outwards.
Activate your core muscles and brace your spine in a neutral position.

How to Perform

Start by taking a deep breath and engaging your core and lower back muscles.
Slowly bend forward at the hips, keeping your back straight and your knees slightly bent.
Lower your torso as far as you can while maintaining proper form, then pause and hold for a moment.
Push through your hips to return to the starting position, exhaling as you stand up straight.
Repeat for the desired number of repetitions, making sure to maintain good form throughout the exercise.

Technique

It is important to keep your back straight and avoid rounding your spine during the movement.
Focus on using your hips and glutes to initiate the movement, rather than your lower back.
Keep your knees slightly bent throughout the exercise to maintain balance and stability.
Do not allow your shoulders to round forward, but instead keep them back and engaged.
Maintain a slow and controlled pace, avoiding any jerky or abrupt movements.

Things to Avoid

Avoid using too heavy of a weight, as this can increase the risk of injury and decrease proper form.
Do not allow your lower back to round or arch excessively, as this can place unnecessary strain on the muscles and spine.
Avoid hinging forward at the waist, as this can cause strain on the lower back and reduce the effectiveness of the exercise.
Do not use momentum or swing the weight, as this can compromise form and increase the risk of injury.
Avoid over-extending at the top of the movement, as this can lead to strain on the lower back and decrease proper form.

",
628,Barbell Staggered Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-staggered-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-staggered-deadlift-side.mp4#t=0.1']","['Place one foot behind. You should only be on your toes on that back foot. Your front foot should be planted flat the entire time.', 'Bend your back knee and push your hips back. Look for a stretch in your front hamstring.', ""When you feel the stretch, push your hips forward again until you're back in a standing position.""]",Barbell,Advanced,,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,"

Barbell Staggered Deadlift: A Comprehensive Guide
Setup

Start by choosing the appropriate weight for your skill level and warm up with lighter weights before attempting heavier weights.
Place a barbell on the ground in front of you with the weights facing away from you.
Position your feet hip-width apart with one foot slightly in front of the other. The front foot should be closest to the barbell.
Bend down and grab the barbell with an overhand grip, hands just outside of your legs. Your hands should be shoulder-width apart. 
Lift the bar off the ground by straightening your legs while keeping your back straight. 

How to Perform

Begin the movement by bending at the hips, lowering your torso and reaching down to grab the bar.
Maintain a flat back and keep your eyes facing forward throughout the entire movement.
Drive through your heels and lift the bar up, straightening your hips and legs until you are standing upright.
Pause briefly at the top and then lower the bar back down to the ground by bending at the hips and knees.
Repeat the movement for the desired number of repetitions. 

Technique

Keep your core engaged and your shoulder blades pulled back and down to maintain proper form and reduce the risk of injury.
Exhale as you lift the weight and inhale as you lower it. This will help you maintain control and stability.
Make sure to use a slow and controlled tempo, avoiding any swinging or momentum to ensure maximum muscle activation. 

Things to Avoid

Avoid rounding your back or arching it excessively. This can put unnecessary strain on your spine and increase the risk of injury.
Avoid lifting too quickly or using momentum. This takes the focus off the target muscles and increases the risk of injury.
Avoid letting your knees cave inwards or outwards. Keep them aligned with your feet to maintain proper form and reduce the risk of knee injury. 

",
629,Barbell Single Leg Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-single-leg-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-single-leg-deadlift-side.mp4#t=0.1']","['Start by pushing your hips straight back and extending your non-working leg behind you. It is ok to touch your other foot back to the ground each rep.', ""Leave your knee mostly extended. Look for a stretch in your hamstring. When you feel the stretch, push your hips forward until you're back in a standing position.""]",Barbell,Advanced,,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",,,
630,Barbell Romanian Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-romanian-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-romanian-deadlift-side.mp4#t=0.1']","['Take a shoulder width, double overhand or mixed grip.', 'Push your hips back while leaving your knees mostly extended. Look for a stretch in your hamstrings.', ""When you feel the stretch, push your hips forward until you're back in a standing position.""]",Barbell,Intermediate,,,"{'Primary': ['Hamstrings'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",https://www.youtube.com/embed/qWb5Zr98B-M,"
How To Perform The Romanian DeadliftSetupThe Romanian Deadlift (RDL), unlike other deadlift variations, begins and ends in the standing position. So you need to begin the exercise a little bit differently than you would other deadlift variations.There are a few ways to set up for the Romanian Deadlift.Set the safety bars or hooks in a squat rack just below knee height. From here, you will squat the bar up and out of the safeties. Take a couple of steps back and then initiate the set.Start from the floor. Perform a standard conventional deadlift to get the weight into the starting position.Once you have chosen one of those two ways, and gotten into the starting standing position we can continue the rest of the set up.  Use a shoulder width stance with your toes facing forward. Either a double overhand or mixed grip is OK. There is some risk with the mixed grip variation. On very rare occasions a lifter will pull their bicep on the arm with the underhand grip. So be careful.You want to avoid doing any shrugging of the barbell. This is a posterior chain movement not a trap movement. Performing The Romanian DeadliftBegin the set by pushing your hips straight back. Your knees should stay mostly extended during the set. You can have a slight bend in the knees, but only slight. As you push your hips back, imagine trying to push your hips upwards towards the ceiling as well. This will help you keep your knees in a more extended position.The Romanian Deadlift is a movement that does something unique. It lengthens the hamstring under a load. During an RDL the tension is at its highest when your hamstring is at its most lengthened position (90° at the hips with extended knees). Therefore, the most important part of this exercise is feeling the stretch in your hamstring on each trip. You can also use this to dictate your range of motion. Some people will be able to go all the way to the floor while maintaining a flat back. While others will only be able to get to a 90° hip angle. A rare person with hypermobile hips may even need to consider a Deficit RDL. In which they stand on a platform, letting them go even lower than the barbell and plates would allow for. Again, look for the stretch on each rep and use that feeling to dictate when you initiate the concentric portion of the movement. When you feel the stretch, time to come back up.It's of the utmost importance you keep a flat back so you do not put any unnecessary stress on your lumbar spine. This does not mean you will not feel this exercise in your lower back. The opposite is true. You can and most likely will feel the RDL working your lumbar spine. This does not mean you are doing anything wrong. The lower back has muscles just like everywhere else in your body. These muscles can also fill with blood giving you a pump in your lower back. Unlike having a pump in your biceps or pecs, a pump in your lower back is very uncomfortable because the spinal erectors swell and begin to press into your lumbar spine. Again, this does not mean you were doing anything wrong. You can even expect some soreness in your lower back after performing this movementThe concentric portion of this movement is relatively simple. Just go to a standing position to complete the rep. Do not force your hips all the way forward as this will hyperextend your lumbar spine. Hyperextension is just as dangerous as hyperflexion. 
",
631,Barbell High Bar Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-highbar-squat-front_b7zW1qG.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-highbar-squat-side.mp4#t=0.1']","['Place the bar on top of your traps.', 'Push your hips back and break at the knees. Push your elbows forward to keep yourself from getting pitched too far forward.', 'Aim to get your hamstrings to parallel with the floor.', 'Push your heels into the floor and squat back to a standing position.']",Barbell,Beginner,Push,,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",https://www.youtube.com/embed/NcMEyM7qyuk,"

Barbell High Bar Squat: A Comprehensive Guide
Setup

Choose a barbell and weights that are appropriate for your strength level.
Place the barbell on a squat rack at shoulder height.
 Stand facing the barbell with your feet shoulder-width apart.
 Grasp the barbell with both hands, positioning your hands slightly wider than shoulder-width apart.
Step under the bar, positioning it on the back of your shoulders, just below the neck.
 Make sure the bar is securely positioned on your shoulders.
 Take a deep breath and tighten your core muscles.

How to Perform

 Begin by bending at the hips and knees, lowering your body down towards the ground.
 Keep your chest lifted and your back straight, making sure not to round your back at any point.
 Continue to lower your body until your thighs are parallel to the ground.
 Push through your heels to straighten your legs, returning to the starting position.
 Repeat for the desired number of repetitions.

Technique

 Keep your core engaged and your back straight throughout the entire exercise.
 Make sure to keep your weight balanced evenly on both feet.
 Focus on pushing through your heels, rather than your toes, when returning to the starting position.
 Avoid allowing your knees to cave inwards, keep them aligned with your second toe.

Things to Avoid

 Rounding your back or allowing your chest to drop during the exercise.
 Allowing your knees to cave inwards.
 Using weights that are too heavy, leading to improper form or injury.
 Not engaging your core throughout the exercise.

",
632,Barbell Low Bar Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-lowbar-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-lowbar-squat-side.mp4#t=0.1']","['Pull your shoulder blades back really hard and place the bar on your posterior delts.', 'Push your hips back and break at the knees to initiate the squat.', 'Aim to get your hamstrings to parallel with the ground. Push your heels into the floor and squat back up to a standing position.']",Barbell,Advanced,,,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",https://www.youtube.com/embed/NcMEyM7qyuk,"

Barbell Low Bar Squat: A Comprehensive Guide
Setup

Set the barbell at the appropriate height, usually around hip level, on a squat rack.
Place your feet shoulder-width apart with toes pointing slightly outwards.
Grasp the bar with both hands, palms facing forward and slightly wider than shoulder-width apart.
Lift the bar off the squat rack and step back, maintaining a neutral spine.

How to Perform

Lower your body by bending at the hips and knees while keeping your weight on your heels.
Go down as low as you can while keeping your heels on the ground and your back straight.
Push up through your heels, returning to the starting position.
Repeat for the desired number of reps.

Technique

Keep your chest up and maintain a neutral spine throughout the movement.
Ensure that your knees stay aligned with your toes, not caving inwards or outwards.
Make sure that the bar stays centered over your midfoot throughout the movement.
Breathe in as you descend and breathe out as you rise back to the starting position.

Things to Avoid

Rounding your lower back or having an excessive arch in your back.
Allowing your knees to cave inwards or outwards.
Letting your heels come off the ground.
Bouncing out of the bottom of the squat or using momentum to complete the movement.

",
633,Dumbbell Bulgarian Split Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-bulgarian-split-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-bulgarian-split-squat-side.mp4#t=0.1']","['Find a box or bench that is roughly knee height or a few inches lower. (The lower the box is the lower the mobility requirement).', 'You can either place your toes or the top of your foot on the box. Point your front foot forward or slightly turned outwards and break at the knees and hips simultaneously.', 'Aim to get your front leg to hit parallel depth (hamstring parallel with the ground) or lower.', 'The further forward your front foot is, the longer the Range of Motion is at your hips. The further back your front foot is, the longer the ROM at your knees.']",Dumbbells,Advanced,Push,Neutral,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
634,Barbell Coan Deadlift,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-coan-deadlift-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-coan-deadlift-side.mp4#t=0.1']","['Stand with your feet hip-width apart and place a barbell on the floor in front of you.', 'Bend at the hips and knees to grasp the barbell with an overhand grip, positioning your hands just outside of your hips.', 'Keeping your back straight and your core engaged, lift the barbell off the floor by extending your hips and knees.', 'As you lift the barbell, pull your shoulders back and squeeze your glutes to fully extend your hips at the top of the movement.']",Barbell,Intermediate,,Overhand Mixed,"{'Primary': ['Quads'], 'Secondary': ['Glutes'], 'Tertiary': ['Lower back']}",https://www.youtube.com/embed/C6aXGfIilEE,,
635,Barbell Forward Lunge,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-forward-lunge-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-forward-lunge-side.mp4#t=0.1']","['Stand with your feet shoulder-width apart and hold a barbell at your shoulders with an overhand grip.', 'Step forward with your right foot and bend both knees to lower your body until your right thigh is parallel to the ground.', 'Push off your right foot to return to the starting position.']",Barbell,Advanced,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",https://www.youtube.com/embed/Y9zHge5sRj4,,
636,Barbell Front Rack Step Up,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-front-rack-step-up-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-front-rack-step-up-side.mp4#t=0.1']","['Stand in front of a step or bench with your feet shoulder-width apart and hold a barbell at your shoulders with an overhand grip.', 'Step up onto the bench with your right foot, pushing off your foot to raise your body up onto the bench.', 'Bring your left foot up onto the bench and stand up straight, keeping the barbell at your shoulders.', 'Step back down with your left foot, followed by your right foot, to return to the starting position.']",Barbell,Advanced,Push,None,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",https://www.youtube.com/embed/c-Cc-LDrpL4,,
637,Barbell Heels Up Back Squat,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-heels-up-back-squat-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-heels-up-back-squat-side.mp4#t=0.1']","['Stand with your feet shoulder-width apart and your heels on a plate or low step.', 'Bend your knees and lower your body into a squat position.', 'Push through your heels to return to the starting position.']",Barbell,Advanced,Push,Overhand,"{'Primary': ['Quads'], 'Secondary': ['Glutes']}",,,
